Project Number,Zip Code,Sector,Purchase Type,Application_Month,Project Status,Total Inverter Quantity,Total PV Module Quantity,Hardware Cost,Labor Cost,misc cost,$Incentive,Total Nameplate kW DC,Expected kWh Annual Production,
279382,10306,Residential,Power Purchase Agreement,6,Pipeline,10,10,2948.75,2359,6487.25,700,3.5,3796,11795
313806,10306,Residential,Lease,18,Pipeline,1,12,7414.55,1254.77,2737.68,864,4.32,5115,11407
312681,10306,Residential,Power Purchase Agreement,14,Pipeline,9,9,9008.64,1689.12,563.04,612,3.06,3211,11260.8
288495,10306,Residential,Lease,26,Pipeline,9,9,2356.2,1606.5,6747.3,612,3.06,3047,10710
303602,10306,Residential,Lease,20,Pipeline,1,8,5796.22,1235.26,2470.52,576,2.88,3008,9502
307922,10306,Residential,Power Purchase Agreement,13,Pipeline,8,8,2635.68,1054.272,5095.648,544,2.72,2562,8785.6
289528,10307,Residential,Power Purchase Agreement,9,Pipeline,71,71,19691.14,12658.59,37975.77,3280,24.85,22111,70325.5
308422,10307,Residential,Purchase,17,Pipeline,30,30,16698.15,6463.8,30703.05,2100,10.5,12734,53865
302142,10307,Residential,Purchase,9,Complete,2,27,14535.0592,6813.309,24073.6918,1944,9.72,10071,45422.06
302262,10307,Residential,Purchase,13,Complete,24,24,12847,5316,26137,1728,8.64,9368,44300
298566,10307,Residential,Purchase,24,Complete,22,22,28908.88,6466.46,2662.66,1540,7.7,9800,38038
288607,10307,Residential,Power Purchase Agreement,27,Complete,34,34,13572.324,5655.135,18473.441,2278,11.39,11724,37700.9
297715,10307,Residential,Power Purchase Agreement,20,Pipeline,27,27,24057.891,6925.7565,5467.7025,1890,9.45,10822,36451.35
295344,10307,Residential,Purchase,5,Complete,22,22,25853.1336,6104.2121,3949.7843,1540,7.7,8265,35907.13
292175,10307,Residential,Power Purchase Agreement,5,Complete,30,30,26295.15,6657,332.85,2100,10.5,10869,33285
288865,10307,Residential,Power Purchase Agreement,29,Pipeline,23,23,21074.9,5720.33,3311.77,1610,8.05,8528,30107
303251,10307,Residential,Power Purchase Agreement,17,Pipeline,28,28,15035.888,4822.832,8510.88,1904,9.52,10870,28369.6
306996,10307,Residential,Power Purchase Agreement,8,Pipeline,30,30,13694.52,4471.68,9781.8,2040,10.2,10175,27948
314526,10307,Residential,Lease,22,Pipeline,1,24,9086.42,3767.54,9308.04,1159,8.4,7798,22162
273763,10307,Residential,Power Purchase Agreement,18,Pipeline,15,15,10395,3950.1,6444.9,1050,5.25,6711,20790
266713,10307,Residential,Lease,9,Complete,16,16,9412.032,2202.816,8410.752,1120,5.6,7083,20025.6
288148,10307,Residential,Lease,25,Pipeline,1,15,9501.7517,1939.133,7950.4453,1020,5.1,5910,19391.33
314518,10307,Residential,Lease,22,Pipeline,1,14,3863.72,1517.89,8417.39,675,,,13799
303258,10307,Residential,Power Purchase Agreement,17,Pipeline,12,12,5158.344,1207.272,4609.584,816,4.08,2891,10975.2
277609,10307,Non-Residential,Lease,24,Pipeline,44,9054,2100052.5,861560,2423137.5,1045737,3485.79,4221165,5384750
282449,10307,Non-Residential,Purchase,17,Pipeline,9,1262,569162,206968,258710,155226,517.42,598729,1034840
278462,10308,Residential,Purchase,5,Complete,17,17,54538.44,10355.4,4142.16,1258,6.29,6432,69036
297952,10308,Residential,Purchase,2,Pipeline,19,19,19429.3,11429,26286.7,891,6.46,5966,57145
278457,10308,Residential,Purchase,24,Complete,14,14,17496.56,8984.72,20806.72,493,4.48,3341,47288
306259,10308,Residential,Purchase,4,Complete,26,26,28009.8,7002.45,11670.75,1820,9.1,9320,46683
301056,10308,Residential,Purchase,3,Complete,29,29,24640,7920,11440,1856,9.28,12112,44000
296838,10308,Residential,Purchase,16,Complete,22,22,19681.2,5248.32,18806.48,1540,7.7,8910,43736
296168,10308,Residential,Power Purchase Agreement,11,Pipeline,32,32,18204.48,6773.76,17357.76,2240,11.2,12329,42336
298948,10308,Residential,Power Purchase Agreement,26,Pipeline,33,33,20249.856,7171.824,14765.52,2244,11.22,11671,42187.2
311617,10308,Residential,Purchase,7,Complete,32,32,31908.8,4144,5387.2,2240,11.2,12329,41440
313856,10308,Residential,Purchase,18,Pipeline,10,10,26026.44,3943.4,9464.16,700,3.5,4093,39434
315427,10308,Residential,Purchase,24,Pipeline,18,18,21595.77,6222.51,8784.72,1260,6.3,6357,36603
303637,10308,Residential,Purchase,20,Complete,1,22,16452.198,3656.044,16452.198,1030,7.92,6873,36560.44
288480,10308,Residential,Lease,23,Complete,24,24,6536.16,5809.92,23965.92,1632,8.16,9854,36312
298563,10308,Residential,Lease,25,Pipeline,28,28,6300,5600,23100,2016,10.08,12681,35000
311508,10308,Residential,Purchase,4,Pipeline,20,20,18864.9,5589.6,10480.5,1440,7.2,6762,34935
311059,10308,Residential,Purchase,2,Pipeline,1,18,5604.24,5309.28,18582.48,1296,6.48,7847,29496
283075,10308,Residential,Lease,5,Complete,32,32,5274.21,5551.8,16932.99,2176,10.88,10736,27759
307925,10308,Residential,Power Purchase Agreement,13,Complete,21,21,3265.416,2721.18,21225.204,1596,7.98,8053,27211.8
300819,10308,Residential,Purchase,2,Pipeline,1,20,17235.96,2534.7,5576.34,1480,7.4,8563,25347
307026,10308,Residential,Power Purchase Agreement,8,Pipeline,18,18,6241.5,3245.58,15478.92,1368,6.84,7608,24966
306079,10308,Residential,Purchase,11,Pipeline,16,16,13456,4408,5336,1264,6.32,6824,23200
292158,10308,Residential,Power Purchase Agreement,17,Complete,16,16,8626.8,3318,10175.2,1120,5.6,6338,22120
313051,10308,Residential,Purchase,15,Pipeline,1,15,4747.6,3237,13595.4,1080,5.4,5542,21580
302970,10308,Residential,Lease,18,Pipeline,1,21,7331.352,4312.56,9918.888,814,7.14,5444,21562.8
306269,10308,Residential,Purchase,4,Complete,9,9,15920.1,2304.225,2723.175,630,3.15,3179,20947.5
303340,10308,Residential,Purchase,19,Complete,1,11,5554.9529,2681.7014,10918.3557,792,3.96,5009,19155.01
291414,10308,Residential,Purchase,10,Complete,12,12,10580.92,2901.22,3583.86,816,4.08,4996,17066
291408,10308,Residential,Lease,10,Complete,18,18,4205.24,3073.06,8895.7,1224,6.12,7493,16174
292450,10308,Residential,Lease,17,Complete,10,10,3673.08,1428.42,5101.5,462,3.4,3111,10203
303224,10309,Residential,Purchase,16,Pipeline,39,39,48748.245,9612.33,10298.925,2730,13.65,15136,68659.5
299055,10309,Residential,Purchase,10,Pipeline,35,35,46073.1252,7471.3176,8716.5372,2870,14.35,13775,62260.98
309533,10309,Residential,Purchase,24,Pipeline,37,37,10214.96,7811.44,42061.6,2590,12.95,12221,60088
303267,10309,Residential,Purchase,16,Complete,32,32,39732,10216.8,6811.2,2432,12.16,13545,56760
308948,10309,Residential,Purchase,19,Complete,48,48,38074.176,5362.56,10188.864,3648,18.24,18749,53625.6
305585,10309,Residential,Purchase,1,Complete,29,29,28661.28,5435.76,15318.96,1914,9.57,11011,49416
313305,10309,Residential,Purchase,16,Pipeline,41,41,5366.9,6830.6,36592.5,2788,13.94,5897,48790
303779,10309,Residential,Purchase,21,Pipeline,2,28,37990.9764,8767.1484,1948.2552,1960,9.8,10690,48706.38
297736,10309,Residential,Lease,19,Complete,40,40,24418.8,6224.4,17236.8,1736,14,0,47880
303650,10309,Residential,Purchase,20,Complete,2,26,23532.0498,7408.2379,12637.5823,1872,9.36,9862,43577.87
306730,10309,Residential,Power Purchase Agreement,7,Complete,34,34,14368.332,6095.656,23076.412,2584,12.92,12813,43540.4
297070,10309,Residential,Power Purchase Agreement,17,Pipeline,32,32,26318.88,6266.4,9190.72,2240,11.2,12475,41776
314505,10309,Residential,Lease,24,Pipeline,31,31,26497.16,4350.28,8700.56,2027,10.14,11968,39548
290436,10309,Residential,Power Purchase Agreement,5,Pipeline,32,32,11356.8,6056.96,20442.24,2240,11.2,12616,37856
288382,10309,Residential,Lease,30,Complete,45,45,8556.69,6324.51,22321.8,2835,14.18,14088,37203
290832,10309,Residential,Purchase,6,Complete,20,20,15861.375,4827.375,13792.5,1360,6.8,8235,34481.25
308245,10309,Residential,Power Purchase Agreement,14,Complete,25,25,15850.75,4047,13827.25,1900,9.5,10170,33725
313071,10309,Residential,Lease,15,Pipeline,2,40,12649.06,3328.7,17309.24,2880,14.4,15476,33287
308745,10309,Residential,Purchase,18,Complete,1,20,9969.15,3323.05,19938.3,1440,7.2,8080,33230.5
300292,10309,Residential,Purchase,1,Pipeline,2,56,18806.25,3506.25,9562.5,4200,21,23452,31875
312581,10309,Residential,Power Purchase Agreement,11,Pipeline,26,26,19111.872,3699.072,8014.656,1976,9.88,10941,30825.6
301851,10309,Residential,Power Purchase Agreement,7,Pipeline,26,26,12792.5,5652.5,11305,1768,8.84,10380,29750
286374,10309,Residential,Purchase,13,Complete,18,18,8857.239,3838.1369,16828.7541,1278,6.39,7337,29524.13
294517,10309,Residential,Lease,2,Complete,27,27,14145.04,3808.28,9248.68,1944,9.72,11378,27202
293076,10309,Residential,Purchase,4,Pipeline,1,23,15333,4842,6725,1541,7.71,10160,26900
307567,10309,Residential,Lease,11,Complete,2,28,4109.92,4366.79,17210.29,2016,10.08,10845,25687
289111,10309,Residential,Power Purchase Agreement,12,Complete,19,19,7427.958,4456.7748,12875.1272,1273,6.37,7031,24759.86
293071,10309,Residential,Purchase,23,Complete,1,20,16050,2140,3210,1340,6.7,8654,21400
300320,10309,Residential,Purchase,1,Pipeline,20,20,6370.5,3185.25,11679.25,1500,7.5,8174,21235
301822,10309,Residential,Lease,7,Complete,1,23,12137.17,2984.55,4775.28,1610,8.05,9504,19897
298544,10309,Residential,Lease,25,Complete,15,15,5920,3515,9065,960,4.8,5778,18500
300489,10309,Residential,Lease,31,Pipeline,13,13,11043.812,3562.52,3206.268,884,4.42,5115,17812.6
308242,10309,Residential,Power Purchase Agreement,14,Complete,13,13,6029.764,2305.498,9399.338,988,4.94,5394,17734.6
308756,10309,Residential,Lease,18,Pipeline,1,18,9699.25,3174.3,4761.45,842,6.48,5677,17635
308324,10309,Residential,Lease,17,Complete,1,15,4630.43,2714.39,8622.18,1080,5.4,5663,15967
290931,10309,Residential,Lease,9,Complete,15,15,6990.16,2431.36,5774.48,671,5.33,4547,15196
312589,10309,Residential,Power Purchase Agreement,11,Pipeline,12,12,10156.944,2470.608,1098.048,912,4.56,4847,13725.6
293683,10309,Residential,Power Purchase Agreement,26,Complete,10,10,2922.15,1778.7,8004.15,700,3.5,4328,12705
293741,10309,Residential,Power Purchase Agreement,26,Complete,13,13,2628.36,1251.6,8636.04,910,4.55,4431,12516
305258,10309,Non-Residential,Purchase,6,Pipeline,10,10,6005.1,2272.2,7952.7,1230,4.1,4551,16230
309086,10310,Residential,Purchase,23,Pipeline,44,44,28706.4485,8550.857,23820.2445,3168,15.84,16111,61077.55
300313,10310,Residential,Purchase,10,Pipeline,19,19,36871.04,10946.09,9793.87,1292,6.46,7031,57611
292984,10310,Residential,Purchase,19,Complete,12,12,21663.83,6045.72,22671.45,888,4.44,5914,50381
306997,10310,Residential,Purchase,11,Complete,22,22,18840.4,8428.6,22311,1584,7.92,8812,49580
299197,10310,Residential,Purchase,7,Pipeline,24,24,25672.4,9380.3,14317.3,1776,8.88,8926,49370
299180,10310,Residential,Purchase,2,Pipeline,12,12,25858.44,7661.76,14365.8,816,4.08,4062,47886
287382,10310,Residential,Power Purchase Agreement,16,Complete,39,39,33346.943,7622.1584,6669.3886,2730,13.65,12843,47638.49
305505,10310,Residential,Purchase,15,Pipeline,30,30,34760,8360,880,2190,10.95,10304,44000
315481,10310,Residential,Purchase,24,Pipeline,17,17,14351.4,4385.15,21128.45,1190,5.95,6512,39865
301417,10310,Residential,Purchase,6,Complete,18,18,13913.76,5963.04,13251.2,1260,6.3,6866,33128
290435,10310,Residential,Power Purchase Agreement,5,Complete,35,35,19624.506,4579.0514,8503.9526,1299,12.25,8773,32707.51
301412,10310,Residential,Purchase,6,Complete,18,18,23625,4410,3465,1260,6.3,6626,31500
280116,10310,Residential,Power Purchase Agreement,19,Complete,25,25,10501.7534,5868.6269,14517.1297,1750,8.75,8274,30887.51
303833,10310,Residential,Power Purchase Agreement,22,Pipeline,25,25,18688.95,3263.15,7712.9,1700,8.5,8719,29665
311199,10310,Residential,Power Purchase Agreement,3,Pipeline,22,22,13860.044,3993.572,5637.984,1672,8.36,4049,23491.6
309966,10310,Residential,Power Purchase Agreement,25,Pipeline,20,20,15803.2,3612.16,3160.64,1360,6.8,6633,22576
306673,10310,Residential,Power Purchase Agreement,7,Complete,15,15,14521.32,4400.4,3080.28,1140,5.7,5951,22002
277700,10310,Residential,Power Purchase Agreement,9,Complete,18,18,6955.2,3042.9,11736.9,869,6.3,5882,21735
291337,10310,Residential,Lease,10,Complete,25,25,15494.25,3820.5,1910.25,1575,7.88,9430,21225
300092,10310,Residential,Lease,30,Complete,1,16,15494.12,2303.18,3140.7,1008,5.04,4895,20938
301041,10310,Residential,Power Purchase Agreement,3,Pipeline,16,16,12129.68,3130.24,4304.08,1072,5.36,5175,19564
286172,10310,Residential,Power Purchase Agreement,9,Complete,14,14,11765.88,2216.76,3069.36,980,4.9,4629,17052
316281,10310,Residential,Power Purchase Agreement,29,Pipeline,12,12,5940.48,2885.376,8146.944,816,4.08,4867,16972.8
313052,10310,Residential,Lease,15,Pipeline,15,17,9258.51,2436.45,4548.04,685,5.53,4605,16243
312484,10310,Residential,Purchase,11,Pipeline,1,12,11360,3040,1600,840,4.2,5465,16000
310464,10310,Residential,Lease,27,Pipeline,1,14,3199.46,1890.59,9452.95,1008,5.04,5290,14543
297270,10310,Residential,Lease,17,Complete,12,12,9090.13,2560.6,1152.27,864,4.32,4457,12803
307311,10310,Residential,Lease,11,Pipeline,1,13,1525.08,1270.9,9913.02,936,4.68,5600,12709
307727,10310,Residential,Lease,12,Complete,1,13,6708.24,2395.8,2874.96,936,4.68,4849,11979
289355,10310,Residential,Power Purchase Agreement,3,Pipeline,9,9,5197.5,1143.45,4054.05,410,3.15,2760,10395
303809,10310,Residential,Power Purchase Agreement,22,Pipeline,6,6,4466.784,1196.46,2313.156,408,2.04,2379,7976.4
303804,10310,Residential,Power Purchase Agreement,22,Pipeline,6,6,3429.852,1435.752,3110.796,408,2.04,2379,7976.4
316539,10310,Residential,Power Purchase Agreement,30,Pipeline,6,6,3523.284,1174.428,2210.688,301,2.28,2025,6908.4
286167,10312,Residential,Power Purchase Agreement,21,Complete,51,51,54835.2,11652.48,2056.32,3570,17.85,19322,68544
305856,10312,Residential,Purchase,4,Pipeline,49,49,9520,11560,46920,3724,18.62,22164,68000
308869,10312,Residential,Purchase,19,Complete,2,38,48420.1146,11794.6433,1862.3121,2736,13.68,14658,62077.07
297746,10312,Residential,Power Purchase Agreement,20,Pipeline,48,48,15812.16,10946.88,34056.96,3360,16.8,18367,60816
296915,10312,Residential,Purchase,19,Pipeline,25,25,29290.1112,7194.0624,14901.9864,1340,10,9015,51386.16
277865,10312,Residential,Purchase,3,Complete,16,16,33890.34,7188.86,10269.8,1024,5.12,6062,51349
312480,10312,Residential,Purchase,10,Pipeline,2,34,35111.52,6168.24,6168.24,2448,12.24,13248,47448
303899,10312,Residential,Purchase,14,Complete,27,27,11008.08,6421.38,28437.54,1302,9.72,10715,45867
293420,10312,Residential,Power Purchase Agreement,4,Complete,42,42,7596.96,6256.32,30834.72,2940,14.7,15862,44688
296776,10312,Residential,Purchase,16,Complete,20,20,21987.12,6035.68,15089.2,1400,7,7723,43112
309540,10312,Residential,Purchase,24,Complete,20,20,11583.6,8274,21512.4,1400,7,8100,41370
300322,10312,Residential,Purchase,22,Pipeline,26,26,15088.4557,5709.1454,19982.0089,1872,9.36,9978,40779.61
305481,10312,Residential,Lease,6,Pipeline,1,34,25048.512,5479.362,8610.426,1480,11.56,9954,39138.3
308351,10312,Residential,Lease,17,Pipeline,2,45,23084.46,3664.2,9893.34,3240,16.2,17380,36642
299843,10312,Residential,Lease,31,Complete,26,26,16534.7,4313.4,15096.9,1820,9.1,9871,35945
313021,10312,Residential,Purchase,15,Pipeline,28,28,6692.56,5635.84,22895.6,1904,9.52,10091,35224
311623,10312,Residential,Purchase,7,Complete,17,17,20049.18,3517.4,11607.42,1190,5.95,6565,35174
302589,10312,Residential,Purchase,13,Complete,1,21,21459.44,5191.8,7960.76,1512,7.56,8239,34612
297755,10312,Residential,Power Purchase Agreement,20,Complete,25,25,25868.5076,5786.3767,2382.6257,1750,8.75,9578,34037.51
291689,10312,Residential,Purchase,12,Complete,23,23,9800.2426,3379.394,20614.3034,1449,7.25,8252,33793.94
298684,10312,Residential,Lease,24,Complete,37,37,20531.99,6731.8,6395.21,1838,13.32,12337,33659
309398,10312,Residential,Purchase,21,Complete,1,20,17336.8,4667.6,11335.6,1440,7.2,6863,33340
307642,10312,Residential,Power Purchase Agreement,13,Pipeline,35,35,4980.15,5644.17,22576.68,2380,11.9,12343,33201
316305,10312,Residential,Lease,29,Pipeline,2,43,21466.9,4623.64,6935.46,2043,15.48,13761,33026
264219,10312,Residential,Power Purchase Agreement,5,Complete,24,24,23319.24,3612.84,5911.92,1680,8.4,9325,32844
292882,10312,Residential,Power Purchase Agreement,23,Pipeline,24,24,4811.94,5132.736,22134.924,1608,8.04,9998,32079.6
290859,10312,Residential,Purchase,11,Complete,18,18,11219.1694,4723.8608,13581.0998,1278,6.39,6458,29524.13
297785,10312,Residential,Lease,19,Complete,35,35,18520.11,3527.64,7349.25,2520,12.6,15563,29397
297710,10312,Residential,Power Purchase Agreement,20,Pipeline,23,25,18754.89,4262.475,5399.135,1750,8.75,11086,28416.5
283078,10312,Residential,Lease,5,Complete,36,36,4220.1,5626.8,18287.1,2196,10.98,11671,28134
274943,10312,Residential,Power Purchase Agreement,29,Complete,20,20,18692.1,3521.7,4876.2,1400,7,7619,27090
303787,10312,Residential,Purchase,23,Complete,11,11,16219.23,3243.846,7568.974,836,4.18,5456,27032.05
276070,10312,Residential,Power Purchase Agreement,9,Complete,19,19,5705.7,4927.65,15301.65,1330,6.65,7695,25935
265941,10312,Residential,Purchase,5,Complete,12,12,9886.5,3802.5,11661,840,4.2,4088,25350
274956,10312,Residential,Power Purchase Agreement,9,Complete,17,17,8725.6715,3240.9637,12963.8548,1190,5.95,7445,24930.49
277653,10312,Residential,Power Purchase Agreement,5,Complete,18,18,4476.78,3979.36,16414.86,1260,6.3,6866,24871
311945,10312,Residential,Power Purchase Agreement,8,Pipeline,19,19,14350.244,3216.434,7175.122,1292,6.46,7608,24741.8
297526,10312,Residential,Power Purchase Agreement,19,Complete,19,19,18327.248,4099.516,1688.036,1540,7.22,7092,24114.8
297214,10312,Residential,Power Purchase Agreement,30,Complete,24,24,5483.52,3655.68,13708.8,1632,8.16,9552,22848
315308,10312,Residential,Lease,23,Pipeline,17,17,12480.72,3284.4,6130.88,1190,5.95,5806,21896
294856,10312,Residential,Power Purchase Agreement,4,Complete,17,17,16722.4827,3257.6265,1737.4008,1190,5.78,6126,21717.51
313312,10312,Residential,Purchase,16,Pipeline,1,15,14291.1,4266,2772.9,1080,5.4,6321,21330
281308,10312,Residential,Lease,29,Complete,23,23,9002.91,3978.03,7956.06,1587,7.94,9638,20937
288092,10312,Residential,Lease,22,Pipeline,1,18,13899.0426,2820.0956,3424.4018,1224,6.12,6643,20143.54
271848,10312,Residential,Purchase,5,Complete,13,13,9045.8505,2211.2079,8844.8316,628,4.55,4229,20101.89
276083,10312,Residential,Power Purchase Agreement,5,Complete,17,17,12680.64,2773.89,4358.97,1190,5.95,5962,19813.5
282568,10312,Residential,Power Purchase Agreement,21,Pipeline,15,15,5989.2,3091.2,10239.6,1050,5.25,5114,19320
309579,10312,Residential,Purchase,24,Pipeline,1,14,13673.18,2118.38,3466.44,1008,5.04,4999,19258
308568,10312,Residential,Lease,18,Pipeline,1,20,14997.06,3076.32,1153.62,1440,7.2,7247,19227
288202,10312,Residential,Power Purchase Agreement,11,Pipeline,15,15,2090.55,2660.7,14253.75,1050,5.25,5934,19005
278760,10312,Residential,Power Purchase Agreement,10,Pipeline,14,14,6280.82,2032.03,10160.15,980,4.9,1813,18473
295348,10312,Residential,Lease,5,Complete,1,20,11433.87,3629.8,3085.33,1440,7.2,8331,18149
307341,10312,Residential,Lease,11,Complete,1,20,3766.35,2152.2,12016.45,1440,7.2,9038,17935
291713,10312,Residential,Lease,12,Complete,12,12,7811.32,1775.3,8166.38,816,4.08,3934,17753
297564,10312,Residential,Power Purchase Agreement,19,Complete,15,15,10345.65,1753.5,5435.85,1050,5.1,5023,17535
312057,10312,Residential,Lease,8,Complete,1,18,3933.23,2394.14,10773.63,881,6.48,5938,17101
288439,10312,Residential,Power Purchase Agreement,30,Pipeline,15,15,8542.2803,2578.8016,4996.4281,693,5.25,4662,16117.51
303376,10312,Residential,Lease,19,Complete,1,17,2352,2822.4,10505.6,1190,5.95,6810,15680
281451,10312,Residential,Power Purchase Agreement,5,Complete,13,13,5536.44,1691.69,8150.87,628,4.55,4210,15379
312823,10312,Residential,Lease,14,Pipeline,10,10,7860.3,1792.7,4137,700,3.5,3415,13790
302190,10312,Residential,Lease,14,Complete,1,13,10142.44,1507.66,2055.9,806,4.03,5422,13706
